iteracao,salario_medio,preco_medio,produzidos,consumidos,contratados,demitidos,estoques,capital medio,riqueza media,media_disp_prod_trab,desemprego_percent,base_monetaria,empresas_ativas,produtividade_total,salario_improdutivo,salario_produtivo
414,2024.05,34.219,19188,24580,392,377,326717,882208,5589.91,33.1098,0.216,2.04391e+07,20,24651,1888.74,2177.37
415,2046.93,34.3375,18837,22162,381,392,323392,881012,5637.74,33.3246,0.238,2.04391e+07,20,24651,1884.19,2234.66
416,2036.93,34.5878,19120,21853,389,381,320659,878858,5723.88,33.5489,0.222,2.04391e+07,20,24651,1884.93,2212.87
417,2043.4,34.8469,18707,22993,379,389,316373,880003,5678.1,33.8053,0.242,2.04391e+07,20,24651,1883.09,2217.64
418,2038.22,35.492,19270,21619,389,379,314024,878168,5751.51,34.0507,0.222,2.04391e+07,20,24651,1880.87,2191.25
419,2035.93,35.7002,19138,21282,390,389,311880,876069,5835.48,34.3244,0.22,2.04391e+07,20,24651,1873.91,2214.09
420,2033.4,36.2428,18775,23159,380,390,307496,878859,5723.88,34.6303,0.24,2.04391e+07,20,24651,1870.05,2196.09
421,2036.67,36.3715,19255,20524,389,380,306227,876336,5824.76,34.9353,0.222,2.04391e+07,20,24651,1881.13,2191.65
422,2038.55,36.6511,18818,22390,381,389,302655,878337,5744.75,35.2783,0.238,2.04391e+07,20,24651,1880.66,2194.94
423,2037.66,37.2725,19274,22806,390,381,299123,880800,5646.21,35.6429,0.22,2.04391e+07,20,24651,1873.33,2205.9
424,2030.7,37.4766,19115,20687,387,390,297551,880105,5674.03,36.006,0.226,2.04391e+07,20,24651,1874.39,2182.98
425,2030.47,37.9134,19131,21128,388,387,295554,880623,5653.31,36.3831,0.224,2.04391e+07,20,24651,1869.41,2181.51
426,2033.5,38.4841,19003,22133,386,388,292424,883410,5541.82,36.7931,0.228,2.04391e+07,20,24651,1881.23,2198.89
427,2022.48,38.771,18707,19951,383,386,291180,883142,5552.52,37.1875,0.234,2.04391e+07,20,24651,1876.46,2176.77
428,2043,39.6079,19092,21050,387,383,289222,884295,5506.43,37.5974,0.226,2.04391e+07,20,24651,1891.02,2219.41
429,2035.59,39.8433,19010,22391,384,387,285841,889387,5302.76,38.0878,0.232,2.04391e+07,20,24651,1884.75,2187.97
430,2028.82,40.457,19025,20248,388,384,284618,890234,5268.86,38.5337,0.224,2.04391e+07,20,24651,1889.53,2191.07
431,2041.22,40.5622,19276,15998,390,388,287896,882729,5569.07,38.9005,0.22,2.04391e+07,20,24651,1879.64,2215.2
432,2027.16,40.9339,18387,19451,376,390,286832,883996,5518.36,39.3315,0.248,2.04391e+07,20,24651,1882.3,2215.74
433,2033.46,41.4213,19235,17072,391,376,288995,879134,5712.84,39.7064,0.218,2.04391e+07,20,24651,1886.17,2210.28
434,2026.17,41.9406,18898,19644,385,391,288249,880873,5643.29,40.1382,0.23,2.04391e+07,20,24651,1870.98,2188.08
435,2035.88,42.1592,19371,16900,394,385,290720,876276,5827.18,40.5198,0.212,2.04391e+07,20,24651,1873.43,2206.12
436,2033.29,42.75,18803,19890,383,394,289633,879195,5710.44,40.9519,0.234,2.04391e+07,20,24651,1883.95,2203.35
437,2039.99,42.9067,18984,19286,384,383,289331,881389,5622.67,41.399,0.232,2.04391e+07,20,24651,1879.43,2188.2
438,2030.26,43.2396,18976,17149,385,384,291158,879257,5707.96,41.7872,0.23,2.04391e+07,20,24651,1870.49,2196.54
439,2027.2,44.073,18946,18789,385,385,291315,881193,5630.51,42.1905,0.23,2.04391e+07,20,24651,1869.54,2191.29
440,2038.52,44.216,19236,18331,388,385,292220,881964,5599.66,42.6137,0.224,2.04391e+07,20,24651,1876.58,2221.54
441,2032.57,44.5335,18822,17089,382,388,293953,880998,5638.3,42.9955,0.236,2.04391e+07,20,24651,1883.16,2196.87
442,2033.38,44.8738,19165,15221,389,382,297897,875540,5856.62,43.3206,0.222,2.04391e+07,20,24651,1867.51,2180.44
443,2026.12,45.4798,19143,19110,389,389,297930,879220,5709.43,43.7141,0.222,2.04391e+07,20,24651,1867.81,2193.02
444,2029.35,45.6136,18610,18626,378,389,297914,883204,5550.07,44.1168,0.244,2.04391e+07,20,24651,1877.06,2181.49
445,2043.91,45.8858,19550,15009,394,378,302455,877203,5790.1,44.4267,0.212,2.04391e+07,20,24651,1874.24,2224.11
446,2046.26,46.2162,18827,16323,381,394,304959,875755,5848.01,44.7429,0.238,2.04391e+07,20,24651,1874.4,2208.68
447,2035.03,46.6928,19033,19726,386,381,304266,881998,5598.3,45.1205,0.228,2.04391e+07,20,24651,1877.52,2213.06
448,2036.01,46.9517,19051,17087,387,386,306230,882336,5584.8,45.452,0.226,2.04391e+07,20,24651,1874.68,2229.37
449,2034.44,47.1075,19002,15390,386,387,309842,879080,5715.01,45.7403,0.228,2.04391e+07,20,24651,1876.95,2196.92
450,2022.08,47.5151,18919,18587,384,386,310174,883950,5520.2,46.0693,0.232,2.04391e+07,20,24651,1876.32,2187.65
451,2045.15,47.7229,19328,14052,388,384,315450,877687,5770.72,46.3113,0.224,2.04391e+07,20,24651,1880.7,2204.45
452,2037.96,47.8638,18903,15912,382,388,318441,876541,5816.57,46.5683,0.236,2.04391e+07,20,24651,1879.44,2220.22
453,2034.34,48.0558,19260,17888,390,382,319813,879627,5693.15,46.8436,0.22,2.04391e+07,20,24651,1875.42,2203.78
454,2030.27,48.2174,18928,17158,384,390,321583,881776,5607.18,47.1001,0.232,2.04391e+07,20,24651,1872.75,2195.88
455,2031.7,48.3813,19043,15732,385,384,324894,880449,5660.27,47.3229,0.23,2.04391e+07,20,24651,1880.37,2200.66
456,2026.93,48.5739,18972,14934,388,385,328932,877398,5782.29,47.5155,0.224,2.04391e+07,20,24651,1862.36,2193.8
457,2037.25,48.712,19419,15735,393,388,332616,875497,5858.34,47.7031,0.214,2.04391e+07,20,24651,1877.26,2213.27
458,2030.83,48.8528,18824,18206,382,393,333234,880946,5640.38,47.9075,0.236,2.04391e+07,20,24651,1874.45,2211.54
459,2034.98,48.9379,18825,15158,381,382,336901,879350,5704.23,48.0696,0.238,2.04391e+07,20,24651,1868.66,2199.75
460,2026.7,49.113,19122,17287,387,381,338736,882124,5593.26,48.2382,0.226,2.04391e+07,20,24651,1886.02,2212.51
461,2042.25,49.0025,19452,12634,393,387,345554,873165,5951.6,48.3539,0.214,2.04391e+07,20,24651,1865.51,2184.78
462,2036.24,49.1896,18883,15864,383,393,348573,872981,5958.96,48.4609,0.234,2.04391e+07,20,24651,1874.2,2201.53
463,2032.36,49.2653,19074,14883,387,383,352764,870211,6069.79,48.5492,0.226,2.04391e+07,20,24651,1888.07,2176.63
464,2042.46,49.1266,19141,15597,386,387,356308,869062,6115.72,48.6335,0.228,2.04391e+07,20,24651,1883.88,2214.73
465,2030.03,49.2685,18748,17558,381,386,357498,873464,5939.66,48.7026,0.238,2.04391e+07,20,24651,1873.61,2190.72
466,2037.09,49.4399,19292,17710,388,381,359080,877428,5781.11,48.7654,0.224,2.04391e+07,20,24651,1875.98,2201.08
467,2033.53,49.5141,19127,13941,389,388,364266,872205,5990.03,48.8032,0.222,2.04391e+07,20,24651,1890,2185.48
468,2018.58,49.4125,18639,19278,380,389,363627,881048,5636.32,48.8496,0.24,2.04391e+07,20,24651,1876.13,2192.83
469,2028.19,49.4127,19187,16420,390,380,366394,881905,5602.02,48.8827,0.22,2.04391e+07,20,24651,1884.45,2187.93
470,2038.13,49.3769,19075,16083,385,390,369386,882317,5585.54,48.9024,0.23,2.04391e+07,20,24651,1881.19,2211.51
471,2017.01,49.2488,18713,17433,382,385,370666,886688,5410.69,48.9157,0.236,2.04391e+07,20,24651,1881.1,2162.16
472,2033.99,49.2677,19444,13682,393,382,376428,880388,5662.68,48.9097,0.214,2.04391e+07,20,24651,1876.06,2195.47
473,2039.67,49.2161,19015,17883,384,393,377560,885068,5475.51,48.8861,0.232,2.04391e+07,20,24651,1884.95,2191.79
474,2025.71,49.0908,18939,17365,385,384,379134,888707,5329.94,48.8598,0.23,2.04391e+07,20,24651,1874.97,2194.18
475,2012.68,48.9134,18867,15672,388,385,382329,887911,5361.77,48.8286,0.224,2.04391e+07,20,24651,1879.52,2166.11
476,2039.62,48.8503,19244,15120,388,388,386453,885238,5468.69,48.7793,0.224,2.04391e+07,20,24651,1881.08,2210.1
477,2039.33,48.7909,19053,13557,387,388,391949,878936,5720.76,48.7179,0.226,2.04391e+07,20,24651,1875.89,2197.86
478,2030.18,48.7072,18585,15872,378,387,394662,878993,5718.48,48.6286,0.244,2.04391e+07,20,24651,1878.87,2205.21
479,2029.6,48.5001,18992,15222,386,378,398432,876752,5808.15,48.5361,0.228,2.04391e+07,20,24651,1890.61,2180.28
480,2042.03,48.4241,19271,16995,388,386,400708,878315,5745.61,48.4153,0.224,2.04391e+07,20,24651,1875.64,2188.98
481,2038.16,48.3776,19072,16382,383,388,403398,878721,5729.38,48.2871,0.234,2.04391e+07,20,24651,1890.61,2176.32
482,2024.3,48.1625,19182,15959,388,383,406621,877662,5771.76,48.1576,0.224,2.04391e+07,20,24651,1880.52,2187.46
483,2031.04,47.8209,19064,14635,389,388,411050,873272,5947.33,48.0314,0.222,2.04391e+07,20,24651,1880.55,2185.72
484,2037.43,47.6511,19020,15704,384,389,414366,871571,6015.39,47.8748,0.232,2.04391e+07,20,24651,1892.35,2190.74
485,2042.9,47.3981,19350,15477,388,384,418239,868538,6136.7,47.7115,0.224,2.04391e+07,20,24651,1880.92,2216.57
486,2037.28,47.2246,18893,16819,385,388,420313,869005,6118.01,47.5187,0.23,2.04391e+07,20,24651,1868.45,2215.81
487,2023.79,46.9566,18754,19338,382,385,419729,875699,5850.28,47.2965,0.236,2.04391e+07,20,24651,1866.92,2182.35
488,2031.67,46.8703,19219,15511,389,382,423437,872518,5977.51,47.109,0.222,2.04391e+07,20,24651,1864.54,2205.53
489,2037.24,46.4859,19291,17522,390,389,425206,873492,5938.53,46.8992,0.22,2.04391e+07,20,24651,1892.38,2193.06
490,2032.45,46.2223,18772,17653,382,390,426325,875627,5853.12,46.6774,0.236,2.04391e+07,20,24651,1887.02,2163.79
491,2026.52,46.022,19164,17690,391,382,427799,876607,5813.94,46.4498,0.218,2.04391e+07,20,24651,1888.05,2182.09
492,2027.89,45.958,18825,20696,380,391,425928,885292,5466.53,46.1782,0.24,2.04391e+07,20,24651,1879.66,2191.34
493,2028.02,45.5974,19030,16569,387,380,428389,883839,5524.66,45.9727,0.226,2.04391e+07,20,24651,1879.03,2187.72
494,2031.46,45.3567,19195,16896,390,387,430688,882502,5578.15,45.7513,0.22,2.04391e+07,20,24651,1888.84,2182.64
495,2036.91,45.1023,18973,15476,383,390,434185,878492,5738.53,45.5411,0.234,2.04391e+07,20,24651,1877.66,2191.96
496,2030.21,44.5711,19055,16516,386,383,436724,876416,5821.57,45.3183,0.228,2.04391e+07,20,24651,1880.56,2173.52
497,2033.6,44.6747,18951,19549,385,386,436126,880844,5644.46,45.0234,0.23,2.04391e+07,20,24651,1882.08,2167.31
498,2034.17,44.3127,19239,18247,390,385,437118,881554,5616.08,44.7669,0.22,2.04391e+07,20,24651,1874.15,2207.78
499,2019.88,44.1012,18801,20299,382,390,435620,887740,5368.61,44.4757,0.236,2.04391e+07,20,24651,1865.34,2194.74
