iteracao,salario_medio,preco_medio,produzidos,consumidos,contratados,demitidos,estoques,capital medio,riqueza media,media_disp_prod_trab,desemprego_percent,base_monetaria,empresas_ativas,produtividade_total,salario_improdutivo,salario_produtivo
422,2034.71,37.524,19135,18230,386,381,294688,855439,5615.15,35.8941,0.228,1.99164e+07,20,24796,1855.38,2219.62
423,2034.37,38.0918,19119,20165,386,386,293642,853970,5673.9,36.2592,0.228,1.99164e+07,20,24796,1875.46,2221.74
424,2037.25,38.1277,19306,17181,390,386,295767,846699,5964.77,36.5888,0.22,1.99164e+07,20,24796,1869.5,2221.9
425,2037.28,39.1496,18959,25142,380,390,289584,856184,5585.36,37.0525,0.24,1.99164e+07,20,24796,1870.53,2207.61
426,2031.47,39.1825,19000,19473,384,380,289111,854918,5635.97,37.4676,0.232,1.99164e+07,20,24796,1885.07,2220.85
427,2037.71,39.5613,19324,18394,391,384,290041,851036,5791.28,37.848,0.218,1.99164e+07,20,24796,1869,2248.39
428,2041.37,39.9436,19305,20129,387,391,289217,851282,5781.45,38.2695,0.226,1.99164e+07,20,24796,1872.81,2228.61
429,2026.91,40.5507,19033,18975,384,387,289275,850359,5818.37,38.6623,0.232,1.99164e+07,20,24796,1863.59,2212.95
430,2032.59,40.7549,19129,18362,387,384,290042,848215,5904.12,39.0606,0.226,1.99164e+07,20,24796,1870.02,2214.53
431,2027.28,41.266,19129,20296,386,387,288875,850388,5817.19,39.4954,0.228,1.99164e+07,20,24796,1859.78,2241.69
432,2031.22,41.6065,19151,17898,387,386,290128,848019,5911.95,39.8863,0.226,1.99164e+07,20,24796,1865.15,2203.96
433,2037.77,42.045,19190,19629,386,387,289689,849556,5850.49,40.3155,0.228,1.99164e+07,20,24796,1878.32,2223.64
434,2043.14,42.6443,19174,21139,385,386,287724,854815,5640.1,40.7864,0.23,1.99164e+07,20,24796,1882.12,2220.08
435,2038.26,43.134,19045,19516,383,385,287253,857437,5535.22,41.2356,0.234,1.99164e+07,20,24796,1878.49,2200.39
436,2028.49,44.0293,19021,21123,384,383,285151,864058,5270.41,41.7214,0.232,1.99164e+07,20,24796,1868.86,2188.94
437,2041.46,43.6098,19450,14431,390,384,290170,855607,5608.45,42.0931,0.22,1.99164e+07,20,24796,1884.04,2220.44
438,2028.18,44.2042,19153,19466,385,390,289857,859275,5461.71,42.5324,0.23,1.99164e+07,20,24796,1869.41,2200.74
439,2026.09,44.6404,18907,17013,383,385,291751,858162,5506.23,42.9192,0.234,1.99164e+07,20,24796,1869.5,2206.87
440,2034.27,44.9836,19320,15707,389,383,295364,853703,5684.6,43.2683,0.222,1.99164e+07,20,24796,1865.86,2223.03
441,2030.58,45.2218,19292,17870,390,389,296786,854419,5655.94,43.6589,0.22,1.99164e+07,20,24796,1872.34,2204.56
442,2029.85,45.5565,18817,17706,382,390,297897,855642,5607.02,44.0351,0.236,1.99164e+07,20,24796,1867.26,2212.81
443,2023.15,45.8966,19114,16263,386,382,300748,853570,5689.91,44.3722,0.228,1.99164e+07,20,24796,1877.6,2202.18
444,2026.32,46.1953,19297,15706,390,386,304339,850316,5820.09,44.6841,0.22,1.99164e+07,20,24796,1860.94,2196.43
445,2032.87,46.5189,18991,16513,385,390,306817,849436,5855.29,44.9964,0.23,1.99164e+07,20,24796,1873.08,2206.15
446,2037.53,47.02,19150,21591,385,385,304376,860293,5421,45.4049,0.23,1.99164e+07,20,24796,1868.79,2223.42
447,2031.91,47.0533,19183,16578,385,385,306981,859940,5435.12,45.7346,0.23,1.99164e+07,20,24796,1876.58,2204.49
448,2037.32,47.3626,19305,13779,390,385,312507,852913,5716.2,45.9793,0.22,1.99164e+07,20,24796,1865.72,2203.62
449,2034.91,47.4393,18998,15430,381,390,316075,850434,5815.37,46.2412,0.238,1.99164e+07,20,24796,1885.95,2205.49
450,2033.63,47.5558,19382,17092,389,381,318365,851378,5777.58,46.5164,0.222,1.99164e+07,20,24796,1879.72,2198.03
451,2025.14,47.9548,18924,15213,385,389,322076,848808,5880.39,46.7335,0.23,1.99164e+07,20,24796,1865.96,2195.66
452,2027.13,48.2471,19080,16539,386,385,324617,849333,5859.39,46.9611,0.228,1.99164e+07,20,24796,1868.4,2184.42
453,2043.41,48.2649,19121,16800,384,386,326938,850561,5810.28,47.1907,0.232,1.99164e+07,20,24796,1879.81,2223.73
454,2025.69,48.3894,19307,16752,390,384,329493,851285,5781.31,47.4032,0.22,1.99164e+07,20,24796,1878.92,2205.56
455,2026.5,48.6105,19042,16663,386,390,331872,852511,5732.27,47.5978,0.228,1.99164e+07,20,24796,1868.97,2202.73
456,2027.74,48.7073,19159,14140,389,386,336891,847322,5939.83,47.7505,0.222,1.99164e+07,20,24796,1874.44,2221.73
457,2039.37,48.6526,19105,15834,384,389,340162,846722,5963.82,47.9074,0.232,1.99164e+07,20,24796,1864.57,2223.81
458,2029.32,48.9169,18977,16839,385,384,342300,848645,5886.91,48.0471,0.23,1.99164e+07,20,24796,1869.43,2220.94
459,2023.89,49.0594,18909,20407,382,385,340802,859707,5444.42,48.2218,0.236,1.99164e+07,20,24796,1866.12,2199.61
460,2025.61,49.0875,19278,16818,389,382,343262,861574,5369.77,48.3682,0.222,1.99164e+07,20,24796,1867.53,2168.85
461,2022,49.1769,18871,17261,383,389,344872,865096,5228.89,48.5048,0.234,1.99164e+07,20,24796,1884.14,2171.94
462,2038.47,49.3927,19187,15430,385,383,348629,863767,5282.03,48.6095,0.23,1.99164e+07,20,24796,1883.32,2199.59
463,2032.37,49.3626,19194,15299,387,385,352524,861914,5356.14,48.7059,0.226,1.99164e+07,20,24796,1886.85,2219.2
464,2038.56,49.2888,19585,13466,394,387,358643,854923,5635.8,48.7728,0.212,1.99164e+07,20,24796,1886.03,2198.35
465,2041.36,49.3117,18905,14262,379,394,363286,851368,5778,48.8152,0.242,1.99164e+07,20,24796,1884.32,2204.61
466,2030.38,49.3585,19109,17351,387,379,365044,854743,5642.98,48.851,0.226,1.99164e+07,20,24796,1885.43,2207.91
467,2031.48,49.2558,19423,14427,391,387,370040,850559,5810.34,48.873,0.218,1.99164e+07,20,24796,1873.85,2206.26
468,2025.72,49.0897,18905,18310,381,391,370635,856802,5560.62,48.8866,0.238,1.99164e+07,20,24796,1874.85,2196.11
469,2032.72,49.2336,19435,13005,390,381,377065,849171,5865.87,48.8734,0.22,1.99164e+07,20,24796,1876.75,2195.72
470,2035.48,49.148,18950,17540,382,390,378475,853291,5701.06,48.8475,0.236,1.99164e+07,20,24796,1876.26,2191.22
471,2019.65,49.0524,18980,15267,385,382,382188,851595,5768.93,48.8152,0.23,1.99164e+07,20,24796,1882.77,2202.57
472,2030.34,48.9674,19270,12849,388,385,388609,843659,6086.34,48.7713,0.224,1.99164e+07,20,24796,1880.83,2179.89
473,2030.33,48.7382,19221,15746,390,388,392084,842431,6135.46,48.7014,0.22,1.99164e+07,20,24796,1883.53,2218.82
474,2013.79,48.6673,18540,21813,377,390,388811,857217,5544.05,48.5936,0.246,1.99164e+07,20,24796,1874.01,2178.03
475,2023.68,48.5878,19336,15391,392,377,392756,854934,5635.36,48.5188,0.216,1.99164e+07,20,24796,1870.2,2185.72
476,2044.03,48.586,18909,15288,380,392,396377,853175,5705.72,48.4257,0.24,1.99164e+07,20,24796,1874.73,2210.52
477,2020.49,48.3825,19242,18889,388,380,396730,859264,5462.14,48.3101,0.224,1.99164e+07,20,24796,1878.11,2198.07
478,2029.86,48.2806,18997,14691,382,388,401036,855915,5596.12,48.2088,0.236,1.99164e+07,20,24796,1875.98,2187.63
479,2023.27,48.003,19298,17404,392,382,402930,857829,5519.57,48.083,0.216,1.99164e+07,20,24796,1884.29,2204.8
480,2030.39,47.7089,19246,18725,388,392,403451,863232,5303.44,47.942,0.224,1.99164e+07,20,24796,1878.34,2194.77
481,2031.43,47.9006,19143,14964,384,388,407630,860051,5430.67,47.8038,0.232,1.99164e+07,20,24796,1875.92,2171.05
482,2032.23,47.5861,19285,15922,387,384,410993,858688,5485.21,47.6634,0.226,1.99164e+07,20,24796,1888.67,2172.08
483,2033.34,47.1698,19094,16814,385,387,413273,859139,5467.14,47.5079,0.23,1.99164e+07,20,24796,1883.26,2212.2
484,2028.73,47.1655,19108,16779,385,385,415602,859403,5456.59,47.3281,0.23,1.99164e+07,20,24796,1888.95,2189.37
485,2020.89,46.9929,18928,16698,383,385,417832,860033,5431.39,47.1478,0.234,1.99164e+07,20,24796,1879.29,2152.15
486,2028.15,46.66,19296,15274,390,383,421854,856029,5591.57,46.9798,0.22,1.99164e+07,20,24796,1896.6,2183.21
487,2033.47,46.3596,19005,17125,383,390,423734,856827,5559.62,46.7779,0.234,1.99164e+07,20,24796,1884.31,2199.52
488,2026.87,46.2592,19183,15022,387,383,427895,852341,5739.08,46.5852,0.226,1.99164e+07,20,24796,1883.63,2187.77
489,2036.51,45.9007,19329,17010,388,387,430214,851916,5756.09,46.3662,0.224,1.99164e+07,20,24796,1871.42,2214.28
490,2031.39,45.6328,19114,16239,385,388,433089,850002,5832.64,46.1454,0.23,1.99164e+07,20,24796,1879,2178.71
491,2022.82,45.5075,19255,16583,390,385,435761,848129,5907.55,45.906,0.22,1.99164e+07,20,24796,1878.7,2180.93
492,2029.26,44.9763,19064,17994,385,390,436831,849541,5851.07,45.6561,0.23,1.99164e+07,20,24796,1888.71,2189.33
493,2041.66,44.8436,19145,20184,383,385,435792,855690,5605.1,45.3594,0.234,1.99164e+07,20,24796,1877.58,2212.09
494,2020.99,44.6827,18979,19865,384,383,434906,861144,5386.95,45.0731,0.232,1.99164e+07,20,24796,1870.64,2186.79
495,2027.25,44.2384,19298,14513,390,384,439691,853722,5683.84,44.8727,0.22,1.99164e+07,20,24796,1875.23,2228.13
496,2033.14,44.2002,18982,18203,381,390,440470,854909,5636.34,44.5925,0.238,1.99164e+07,20,24796,1886.23,2193.48
497,2026.89,43.8727,19541,14854,395,381,445157,847498,5932.8,44.3688,0.21,1.99164e+07,20,24796,1875.84,2182.19
498,2026.11,43.3638,18713,20352,380,395,443518,853241,5703.09,44.0597,0.24,1.99164e+07,20,24796,1874.94,2196.14
499,2026.76,43.282,19042,18750,385,380,443810,854563,5650.2,43.7649,0.23,1.99164e+07,20,24796,1887.98,2185.26
